Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
rotasi90_flipV_Morchella_esculenta67.png,Morchella_esculenta,0.0313574297188755,0.04722504475734263,0.0410281124497992,0.05325720552894308,0.9843212851405623,0.9763874776213287,0.9794859437751005,0.9733713972355285,0.0313574297188755,0.04722504475734263,0.0410281124497992,0.05325720552894308,0.6439859307486724,0.6923497459943728,0.6735428451917174,0.7086626438163006,0.6400975741681586,0.6245025281118656,0.6311269090498541,0.6190764924286841,0.8000609815308822,0.7902547235618814,0.7944349621270794,0.7868141409689356,0.90484146219692,0.8571114412191613,0.8754944131408471,0.8388599654732481
rotasi90_flipV_Morchella_esculenta68.png,Morchella_esculenta,0.05489156626506024,0.08985338946146029,0.0657991967871486,0.08569216625538298,0.9725542168674699,0.9550733052692698,0.9671004016064256,0.9571539168723086,0.05489156626506024,0.08985338946146029,0.0657991967871486,0.08569216625538298,0.8435975428430911,0.9316476603635125,0.8728767326004484,0.9222095564572329,0.5056269542749311,0.4748291137396116,0.4959649729520491,0.47825985270551635,0.7110745068380184,0.6890784525288914,0.7042478064943114,0.6915633396193847,0.875949738613711,0.7973496001456283,0.8513232122157386,0.8067345944307528
rotasi90_flipV_Morchella_esculenta69.png,Morchella_esculenta,0.016899598393574296,0.026773761713520753,0.022200803212851405,0.030902727375364918,0.9915502008032129,0.9866131191432397,0.9888995983935744,0.9845486363123177,0.016899598393574296,0.026773761713520753,0.022200803212851405,0.030902727375364918,0.3953798837615856,0.42832647352858993,0.4131691176721336,0.4404531681824595,0.8079515651683039,0.7978802068305082,0.8028576395864583,0.7939893854116077,0.8988612602444851,0.893241404565702,0.8960232360750798,0.8910608202651532,0.9036700029880878,0.8479306718308649,0.8734524183740848,0.8244790164023716
rotasi90_flipV_Morchella_esculenta71.png,Morchella_esculenta,0.022843373493975902,0.0430638215512653,0.03334939759036145,0.04103159626457638,0.988578313253012,0.9784680892243673,0.9833253012048193,0.9794842018677117,0.022843373493975902,0.0430638215512653,0.03334939759036145,0.04103159626457638,0.4851891757147371,0.5459784492257245,0.5179122353338654,0.5405470143088579,0.752013647263754,0.7323551192073005,0.7420979857744231,0.7342164436594094,0.8671872042781501,0.8557774939826943,0.8614510930833063,0.856864308779056,0.8987729871926292,0.809818638561913,0.8522171036651888,0.818793489326407
rotasi90_flipV_Morchella_esculenta8.png,Morchella_esculenta,0.010152610441767069,0.019096466186029257,0.013365461847389558,0.01787067950516927,0.9949236947791165,0.9904517669069853,0.9933172690763051,0.9910646602474154,0.010152610441767069,0.019096466186029257,0.013365461847389558,0.01787067950516927,0.2311646381050763,0.2609903381276428,0.24238793166720124,0.25732052419552387,0.9039200673537524,0.8949086699869959,0.9007827760197415,0.8960891428330383,0.9507471100948729,0.9459961257780054,0.9490957675702392,0.9466198512777124,0.8819881028937518,0.7788725317339668,0.8446425658348127,0.7930665246294216
rotasi90_flipV_Morchella_esculenta9.png,Morchella_esculenta,0.07087550200803212,0.12064321543200916,0.07855421686746988,0.11761100627409235,0.9645622489959839,0.9396783922839954,0.960722891566265,0.9411944968629539,0.07087550200803212,0.12064321543200916,0.07855421686746988,0.11761100627409235,0.8220251051373815,0.9274852909122291,0.840253466519863,0.9219329014444122,0.5466800873534298,0.5055208532540779,0.5400878406477315,0.5078306257790252,0.7393781761408905,0.7109998968031416,0.7349066883950176,0.7126223584613559,0.8170802538292854,0.6893766760351641,0.7972944575388587,0.6971837863166331
rotasi90_Morchella_esculenta1.png,Morchella_esculenta,0.0643855421686747,0.10325639909033725,0.06914056224899598,0.10209512749794358,0.9678072289156626,0.9483718004548314,0.9654297188755019,0.9489524362510282,0.0643855421686747,0.10325639909033725,0.06914056224899598,0.10209512749794358,0.8744048338384138,0.9653726243053173,0.8863704503238041,0.9629363860199733,0.4925450497895195,0.45995974701649583,0.48866532036580046,0.46088254971460785,0.7018155382930187,0.6782033227701674,0.6990460073312775,0.6788833108234491,0.8560299728541559,0.7692314612552789,0.8453143146281277,0.7718267962739637
rotasi90_Morchella_esculenta10.png,Morchella_esculenta,0.04195983935742972,0.07074079450331447,0.046971887550200805,0.0715472331091434,0.9790200803212852,0.9646296027483428,0.9765140562248997,0.9642263834454283,0.04195983935742972,0.07074079450331447,0.046971887550200805,0.0715472331091434,0.5999325670968274,0.6720085252251684,0.6142291358873023,0.6737726071691446,0.6910226366671506,0.6646122899093232,0.6859322537378431,0.6639205978621082,0.8312777133227803,0.8152375665469074,0.8282102714515457,0.8148132288212485,0.8438867183568368,0.7376581268470318,0.8255792763783152,0.7346674534184756
rotasi90_Morchella_esculenta18.png,Morchella_esculenta,0.04020883534136546,0.07024080256770052,0.04777510040160642,0.06978919694843631,0.9798955823293173,0.9648795987161497,0.9761124497991966,0.9651054015257818,0.04020883534136546,0.07024080256770052,0.04777510040160642,0.06978919694843631,0.6106995682728427,0.6874190277523269,0.6317130885377311,0.6864095366395604,0.6804820622893178,0.65286932415477,0.6734432949145981,0.653257691439387,0.8249133665357338,0.808003294643512,0.8206359088625101,0.8082435842240796,0.8568702917893135,0.7507632728583566,0.8300206025333264,0.7523657133543304
rotasi90_Morchella_esculenta19.png,Morchella_esculenta,0.03546987951807229,0.06461186109901453,0.04626506024096386,0.06225706036999403,0.9822650602409637,0.9676940694504927,0.9768674698795181,0.968871469815003,0.03546987951807229,0.06461186109901453,0.04626506024096386,0.06225706036999403,0.6106988377127818,0.6890907209362944,0.641545184301793,0.6835039248165018,0.6739121332881726,0.6467683702069006,0.6639992960113547,0.6488244199071559,0.820921514694415,0.8042191058454783,0.8148615195303768,0.8054963810639721,0.8784762453207058,0.7793269011489522,0.8414907547661382,0.7873694055004882
