label,kontras0,dissimilarity0,homogenitas0,entropi0,asm0,energi0,correlation0,kontras45,dissimilarity45,homogenitas45,entropi45,asm45,energi45,correlation45,kontras90,dissimilarity90,homogenitas90,entropi90,asm90,energi90,correlation90,kontras135,dissimilarity135,homogenitas135,entropi135,asm135,energi135,correlation135
sampled_infeksi,92.67734990157481,6.103407972440945,0.30997462155304734,7.522770284601535,0.011817343214764553,0.10870760421775724,0.9762901581675285,200.9258842644669,9.407074115735533,0.22832925433657716,7.85296679164449,0.009231996544114026,0.09608327921191089,0.9491917630630482,136.5012400793651,7.657862103174603,0.25080019396010333,7.710809174539156,0.009808483397699358,0.09903778772619751,0.9654323394727351,237.71995464852606,10.22461577223482,0.21264697082058084,7.889971668810331,0.009156572215217191,0.09568997970120587,0.9399661846632058
sampled_infeksi,92.67734990157481,6.103407972440945,0.30997462155304734,7.522770284601535,0.011817343214764553,0.10870760421775724,0.9762901581675285,200.9258842644669,9.407074115735533,0.22832925433657716,7.85296679164449,0.009231996544114026,0.09608327921191089,0.9491917630630482,136.5012400793651,7.657862103174603,0.25080019396010333,7.710809174539156,0.009808483397699358,0.09903778772619751,0.9654323394727351,237.71995464852606,10.22461577223482,0.21264697082058084,7.889971668810331,0.009156572215217191,0.09568997970120587,0.9399661846632058
sampled_infeksi,67.17507381889764,4.62253937007874,0.4549231431285208,6.902526970336856,0.01993230573375209,0.14118181799988302,0.9876565196979695,203.7914635670541,8.509248843894513,0.3109808407032977,7.331358669856486,0.015188671344840803,0.12324232773215865,0.961978503146449,158.75477430555554,7.3157862103174605,0.3203358541632976,7.226015764562577,0.015445516042788642,0.12427999051652942,0.9703654026544003,233.07527084908037,9.234378936759889,0.2919419372427028,7.349359798129086,0.015092313438724313,0.12285077711892714,0.9562751677824992
sampled_infeksi,58.157849409448815,5.2827263779527565,0.2665025397154821,7.6539805432820565,0.004526879415086956,0.06728208836746193,0.9840109641336037,177.30433695788025,9.29158855143107,0.19425173547869387,8.089566274467316,0.0031526492884177506,0.05614845757826078,0.9506428764603112,128.47519841269843,7.790302579365079,0.22720199297693902,7.9522569295241645,0.0038362110433004227,0.06193715398127704,0.9642535161961053,178.53180901990424,9.228961955152432,0.19480039365463395,8.077314810469973,0.0030567189876239778,0.055287602476721466,0.9502115843163247
sampled_infeksi,115.6486220472441,6.138287401574802,0.31441141836420866,7.422084552215474,0.005884645802494729,0.07671144505544612,0.9878041319034278,421.6228596425446,10.981314835645545,0.2432735511624758,7.770696038286077,0.004681923196045938,0.06842458034979783,0.9544032539319327,160.215339781746,6.834263392857142,0.2995630293041035,7.4680377537759055,0.0054492061400659795,0.07381873840743947,0.9828153732912422,97.01404635928446,5.985701688082641,0.328203367670744,7.435538217941315,0.005413688575754107,0.07357777229404344,0.9894119615560509
sampled_infeksi,101.64136318897638,5.302042322834646,0.30609118832927407,7.6225312423492255,0.001865861641879534,0.04319562063310972,0.9927605752007852,234.9459442569679,9.03805774278215,0.24671134307998327,7.918132643484762,0.0015593523250538564,0.03948863539113319,0.9832423623006898,115.86247519841268,6.143105158730158,0.37645511008524213,7.520055065612212,0.0044294546160478085,0.06655414800031481,0.9916811708651367,192.77859662383477,8.05536659108088,0.25400075653465015,7.864526911658459,0.0015502403008551854,0.0393730910756977,0.985977714908319
sampled_infeksi,131.12044783464566,6.299212598425197,0.3360539988859508,7.645956122679847,0.004096814101831329,0.06400635985455921,0.98854360203712,247.79852518435194,9.700287464066992,0.22842135416760978,8.00956027092231,0.0025352880133827785,0.050351643601602304,0.9776274456043129,103.22433035714286,6.417162698412698,0.26955117124624717,7.8146258062878236,0.0028679065122866284,0.05355283850821195,0.9907712684729982,211.5451625094482,8.789430587049635,0.23618222552831714,7.984710576131988,0.0024658776848365204,0.0496576045015919,0.9810144475539007
sampled_infeksi,120.29256889763779,5.283710629921259,0.35718189796999045,7.55633493634334,0.0035322360683783865,0.059432617882593616,0.9905605230397261,268.33108361454816,9.584926884139483,0.2584891838891108,7.95348400354116,0.002555337688150811,0.05055034805172771,0.9786714756496766,123.4151165674603,6.5347842261904745,0.31854308327586606,7.744589581389355,0.003003594015731293,0.054805054654943036,0.9901649669141234,212.08301839254221,8.108717561098514,0.2710522802322561,7.860533547062017,0.002524247663661454,0.05024189152153265,0.9827887454737989
sampled_infeksi,40.720164862204726,3.896592027559056,0.40202717055435183,6.996230630443932,0.010747053964811053,0.1036679987499086,0.994861653336571,264.0850518685164,9.357642794650669,0.2548353272045601,7.58535828804169,0.006638590248709849,0.08147754444452686,0.9650186583930656,218.70653521825395,8.164620535714286,0.2734054171570469,7.4908896385985955,0.006788442644853081,0.08239200595235609,0.9710956506103763,243.93348450491308,8.84971025447216,0.2624984599005906,7.5423885605611245,0.006591102142638456,0.08118560305028506,0.9675919403628015
sampled_infeksi,64.4318405511811,5.182086614173229,0.30690454952462887,7.45453195869218,0.005330981365087729,0.07301356973253485,0.9888474093700466,274.12735908011496,9.518685164354455,0.2169112997726563,7.869758922877722,0.0036869219619013694,0.060720029330537786,0.9493790590500069,160.40643601190473,6.917100694444444,0.2639455029204708,7.637604653828845,0.004072109077282533,0.06381307920232758,0.9704781563114095,159.07879818594105,7.5247543461829185,0.2441963324510046,7.702760033886894,0.003891220831436071,0.06237965078001055,0.9704798839045697
sampled_infeksi,57.57388041338583,4.724224901574803,0.4043540461795401,6.955084080486264,0.02812149130157636,0.16769463706862053,0.9851482871363785,153.34264466941633,8.029433820772402,0.2825852363660621,7.331607203119328,0.024289520990228682,0.15585095761729756,0.9603938277799953,102.95256696428572,6.458519345238096,0.3138498029470094,7.179572216773403,0.02627790301595174,0.1621046051657748,0.9733765340908141,150.33692365835225,7.837301587301588,0.2850957484194413,7.301944132606503,0.024490300585394708,0.1564937717143871,0.9610571678163955
